Source Name	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[population]	Characteristics[coriell id]	Material Type	Protocol REF	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[MD5]	Factor Value[immunoprecipitate]	Factor Value[coriell id]
NA07357_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA07357	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA07357_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA07357_H3K4me3	sequencing assay	IP_07357_H3K4me3_120605_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07357_H3K4me3_120605_5_sorted.bam	991f941d476b86797204f9a1398f2ce0	H3K4me3	NA07357
NA07357_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA07357	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA07357_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA07357_PU.1	sequencing assay	IP_07357_PU1_120612_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07357_PU1_120612_1_sorted.bam	11096e4cea5e648479d2b6b0b7e7ad14	PU.1	NA07357
NA07357_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA07357	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA07357_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA07357_RPB2	sequencing assay	IP_07357_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07357_RPB2_merge_sorted.bam	3437a97091eec09587b30d458f70ff5a	RPB2	NA07357
NA10847_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10847	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10847_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10847_H3K27ac	sequencing assay	IP_10847_H3K27ac_120628_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_H3K27ac_120628_7_sorted.bam	c0d691b2c27d939109d1dd206e65235d	H3K27ac	NA10847
NA10847_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10847	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10847_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10847_H3K4me1	sequencing assay	IP_10847_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_H3K4me1_merge_sorted.bam	6a5206c53225e864eb1d30b20b87a4a0	H3K4me1	NA10847
NA10847_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10847	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10847_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10847_H3K4me3	sequencing assay	IP_10847_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_H3K4me3_merge_sorted.bam	be1dd77f59c57d61d4757b47b8b9ea60	H3K4me3	NA10847
NA10847_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10847	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10847_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10847_PU.1	sequencing assay	IP_10847_PU1_120612_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_PU1_120612_7_sorted.bam	ac0da328cf0d810b1b4c5fb28d7d471e	PU.1	NA10847
NA10847_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10847	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10847_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10847_RPB2	sequencing assay	IP_10847_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_RPB2_merge_sorted.bam	2438bca5e5730b363d0094d6af77f9aa	RPB2	NA10847
NA10851_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10851	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10851_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10851_H3K27ac	sequencing assay	IP_10851_H3K27ac_120628_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_H3K27ac_120628_7_sorted.bam	30f7fa43b637d2df251940355d8b1e9b	H3K27ac	NA10851
NA10851_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10851	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10851_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10851_H3K4me1	sequencing assay	IP_10851_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_H3K4me1_merge_sorted.bam	7129bd9d2f1dbba2bb1ab018fb24aa93	H3K4me1	NA10851
NA10851_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10851	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10851_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10851_H3K4me3	sequencing assay	IP_10851_H3K4me3_120521_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_H3K4me3_120521_1_sorted.bam	9823cea265de7736614f711e10deefcc	H3K4me3	NA10851
NA10851_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10851	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10851_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10851_PU.1	sequencing assay	IP_10851_PU1_120605_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_PU1_120605_3_sorted.bam	0ec6e57fc906547cf96f902deaeabf96	PU.1	NA10851
NA10851_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA10851	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA10851_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA10851_RPB2	sequencing assay	IP_10851_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_RPB2_merge_sorted.bam	42da71f20f00b0805b1093fbf497c440	RPB2	NA10851
NA11829_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11829	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11829_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11829_H3K27ac	sequencing assay	IP_11829_H3K27ac_120628_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_H3K27ac_120628_7_sorted.bam	b2e68071285d3b9130b5483c85d7a74a	H3K27ac	NA11829
NA11829_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11829	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11829_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11829_H3K4me1	sequencing assay	IP_11829_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_H3K4me1_merge_sorted.bam	ea756d268c432a3f822da4ebfbcd226c	H3K4me1	NA11829
NA11829_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11829	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11829_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11829_H3K4me3	sequencing assay	IP_11829_H3K4me3_120521_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_H3K4me3_120521_1_sorted.bam	e1d3a5ded4a690cfec65f3d8a1cdfc0e	H3K4me3	NA11829
NA11829_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11829	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11829_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11829_PU.1	sequencing assay	IP_11829_PU1_120521_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_PU1_120521_1_sorted.bam	ad8d752a7accba981fcbda535c21e253	PU.1	NA11829
NA11829_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11829	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11829_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11829_RPB2	sequencing assay	IP_11829_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_RPB2_merge_sorted.bam	727c10f1850bd787de2d4e6650122b38	RPB2	NA11829
NA11830_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11830	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11830_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11830_H3K27ac	sequencing assay	IP_11830_H3K27ac_120815_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_H3K27ac_120815_7_sorted.bam	c5d4e20edf7443bae471c22d9824e4a3	H3K27ac	NA11830
NA11830_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11830	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11830_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11830_H3K4me1	sequencing assay	IP_11830_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_H3K4me1_merge_sorted.bam	2b96598467f3f9319e5dfd213eefecf4	H3K4me1	NA11830
NA11830_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11830	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11830_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11830_H3K4me3	sequencing assay	IP_11830_H3K4me3_120521_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_H3K4me3_120521_3_sorted.bam	4d9dac46639895b311ac3ae7023484d6	H3K4me3	NA11830
NA11830_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11830	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11830_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11830_PU.1	sequencing assay	IP_11830_PU1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_PU1_merge_sorted.bam	6fb75a394a9e29595c39417de0923399	PU.1	NA11830
NA11830_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11830	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11830_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11830_RPB2	sequencing assay	IP_11830_RPB2_120726_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_RPB2_120726_1_sorted.bam	1396e79ad7822f18ce45b981fda8dc28	RPB2	NA11830
NA11831_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11831	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11831_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11831_H3K27ac	sequencing assay	IP_11831_H3K27ac_120628_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_H3K27ac_120628_8_sorted.bam	69f16774e651946bb26e86dfad6b8c1e	H3K27ac	NA11831
NA11831_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11831	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11831_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11831_H3K4me1	sequencing assay	IP_11831_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_H3K4me1_merge_sorted.bam	b0d53dcc95e4237128ac34ad08b6dcb9	H3K4me1	NA11831
NA11831_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11831	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11831_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11831_H3K4me3	sequencing assay	IP_11831_H3K4me3_120521_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_H3K4me3_120521_4_sorted.bam	d58454fd02720eefba2c016bcd7d047c	H3K4me3	NA11831
NA11831_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11831	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11831_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11831_PU.1	sequencing assay	IP_11831_PU1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_PU1_merge_sorted.bam	1699305325c995e9d0108ff0666fe515	PU.1	NA11831
NA11831_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11831	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11831_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11831_RPB2	sequencing assay	IP_11831_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_RPB2_merge_sorted.bam	ca8838068c0140bd2fae752f39ba1904	RPB2	NA11831
NA11832_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11832	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11832_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11832_H3K27ac	sequencing assay	IP_11832_H3K27ac_120628_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_H3K27ac_120628_8_sorted.bam	e68312383038c0a47a84f494e08543a5	H3K27ac	NA11832
NA11832_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11832	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11832_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11832_H3K4me1	sequencing assay	IP_11832_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_H3K4me1_merge_sorted.bam	6acdb2e1b0425a5632c442f617af95f5	H3K4me1	NA11832
NA11832_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11832	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11832_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11832_H3K4me3	sequencing assay	IP_11832_H3K4me3_120605_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_H3K4me3_120605_5_sorted.bam	eda4565cf652ee4270f8ae7639b42577	H3K4me3	NA11832
NA11832_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11832	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11832_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11832_PU.1	sequencing assay	IP_11832_PU1_120612_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_PU1_120612_2_sorted.bam	144d79d7974a679505d0401fff67142d	PU.1	NA11832
NA11832_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11832	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11832_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11832_RPB2	sequencing assay	IP_11832_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_RPB2_merge_sorted.bam	ccb88f716c83c605a4c06e1ae31e59da	RPB2	NA11832
NA11840_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11840	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11840_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11840_H3K27ac	sequencing assay	IP_11840_H3K27ac_120628_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_H3K27ac_120628_8_sorted.bam	596ef94a02b16c5acb2f1cc790c347f6	H3K27ac	NA11840
NA11840_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11840	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11840_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11840_H3K4me1	sequencing assay	IP_11840_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_H3K4me1_merge_sorted.bam	45c4d2d2e507af8c001c9ceabda66863	H3K4me1	NA11840
NA11840_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11840	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11840_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11840_H3K4me3	sequencing assay	IP_11840_H3K4me3_120605_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_H3K4me3_120605_8_sorted.bam	667692b0e71de7de4a4a93ab2896fd6c	H3K4me3	NA11840
NA11840_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11840	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11840_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11840_PU.1	sequencing assay	IP_11840_PU1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_PU1_merge_sorted.bam	7973f422bcb74a2e5849905ef9142b62	PU.1	NA11840
NA11840_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11840	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11840_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11840_RPB2	sequencing assay	IP_11840_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_RPB2_merge_sorted.bam	738f50362935dd919c6a714bd3544c5b	RPB2	NA11840
NA11881_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11881	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11881_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11881_H3K27ac	sequencing assay	IP_11881_H3K27ac_120628_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_H3K27ac_120628_1_sorted.bam	97bc72f0d0754c75b79223be39a98440	H3K27ac	NA11881
NA11881_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11881	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11881_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11881_H3K4me1	sequencing assay	IP_11881_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_H3K4me1_merge_sorted.bam	9c6b5d91b43a9bb9620055587256b728	H3K4me1	NA11881
NA11881_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11881	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11881_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11881_H3K4me3	sequencing assay	IP_11881_H3K4me3_120521_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_H3K4me3_120521_5_sorted.bam	0ae0a06bed4a8839b8a93832e7867efa	H3K4me3	NA11881
NA11881_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11881	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11881_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11881_PU.1	sequencing assay	IP_11881_PU1_120612_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_PU1_120612_1_sorted.bam	564186f147ac0f317fd60a162cd244bd	PU.1	NA11881
NA11881_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA11881	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA11881_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA11881_RPB2	sequencing assay	IP_11881_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_RPB2_merge_sorted.bam	e607e829ea67596a568632ba79db2211	RPB2	NA11881
