Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[sample description]	Characteristics[sex]	Characteristics[cell type]	Characteristics[immunoprecipitate]	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[sex]	Factor Value[immunoprecipitate]
ERS037309	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM11992-sc-2011-06-09T13:38:24Z-1162231	ERS037309	LIBRARY_CONSTRUCTION_PROTOCOL_1	2755449_ERX200494	PAIRED	ChIP	GENOMIC	ChIP-Seq	230	12	SEQUENCING_PROTOCOL_1	SC	ERX200494	sequencing assay	ERX200494	ERR225834_1	SC	ERR225834	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225834/ERR225834_1.fastq.gz	male	CTCF
ERS037309	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM11992-sc-2011-06-09T13:38:24Z-1162231	ERS037309	LIBRARY_CONSTRUCTION_PROTOCOL_1	2755449_ERX200494	PAIRED	ChIP	GENOMIC	ChIP-Seq	230	12	SEQUENCING_PROTOCOL_1	SC	ERX200494	sequencing assay	ERX200494	ERR225834_2	SC	ERR225834	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225834/ERR225834_2.fastq.gz	male	CTCF
ERS037309	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM11992-sc-2011-06-09T13:38:24Z-1162231	ERS037309	LIBRARY_CONSTRUCTION_PROTOCOL_1	2850736_ERX200502	PAIRED	ChIP	GENOMIC	ChIP-Seq	226	16	SEQUENCING_PROTOCOL_1	SC	ERX200502	sequencing assay	ERX200502	ERR225842_1	SC	ERR225842	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225842/ERR225842_1.fastq.gz	male	CTCF
ERS037309	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM11992-sc-2011-06-09T13:38:24Z-1162231	ERS037309	LIBRARY_CONSTRUCTION_PROTOCOL_1	2850736_ERX200502	PAIRED	ChIP	GENOMIC	ChIP-Seq	226	16	SEQUENCING_PROTOCOL_1	SC	ERX200502	sequencing assay	ERX200502	ERR225842_2	SC	ERR225842	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225842/ERR225842_2.fastq.gz	male	CTCF
ERS037310	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM11993-sc-2011-06-09T13:38:25Z-1162232	ERS037310	LIBRARY_CONSTRUCTION_PROTOCOL_1	2978849_ERX200519	PAIRED	ChIP	GENOMIC	ChIP-Seq	215	14	SEQUENCING_PROTOCOL_1	SC	ERX200519	sequencing assay	ERX200519	ERR225859_1	SC	ERR225859	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225859/ERR225859_1.fastq.gz	female	    
ERS037310	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM11993-sc-2011-06-09T13:38:25Z-1162232	ERS037310	LIBRARY_CONSTRUCTION_PROTOCOL_1	2978849_ERX200519	PAIRED	ChIP	GENOMIC	ChIP-Seq	215	14	SEQUENCING_PROTOCOL_1	SC	ERX200519	sequencing assay	ERX200519	ERR225859_2	SC	ERR225859	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225859/ERR225859_2.fastq.gz	female	    
ERS037311	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM11994-sc-2011-06-09T13:38:25Z-1162233	ERS037311	LIBRARY_CONSTRUCTION_PROTOCOL_1	2755450_ERX200495	PAIRED	ChIP	GENOMIC	ChIP-Seq	230	12	SEQUENCING_PROTOCOL_1	SC	ERX200495	sequencing assay	ERX200495	ERR225835_1	SC	ERR225835	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225835/ERR225835_1.fastq.gz	male	CTCF
ERS037311	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM11994-sc-2011-06-09T13:38:25Z-1162233	ERS037311	LIBRARY_CONSTRUCTION_PROTOCOL_1	2755450_ERX200495	PAIRED	ChIP	GENOMIC	ChIP-Seq	230	12	SEQUENCING_PROTOCOL_1	SC	ERX200495	sequencing assay	ERX200495	ERR225835_2	SC	ERR225835	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225835/ERR225835_2.fastq.gz	male	CTCF
ERS037311	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM11994-sc-2011-06-09T13:38:25Z-1162233	ERS037311	LIBRARY_CONSTRUCTION_PROTOCOL_1	2850737_ERX200503	PAIRED	ChIP	GENOMIC	ChIP-Seq	226	16	SEQUENCING_PROTOCOL_1	SC	ERX200503	sequencing assay	ERX200503	ERR225843_1	SC	ERR225843	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225843/ERR225843_1.fastq.gz	male	CTCF
ERS037311	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM11994-sc-2011-06-09T13:38:25Z-1162233	ERS037311	LIBRARY_CONSTRUCTION_PROTOCOL_1	2850737_ERX200503	PAIRED	ChIP	GENOMIC	ChIP-Seq	226	16	SEQUENCING_PROTOCOL_1	SC	ERX200503	sequencing assay	ERX200503	ERR225843_2	SC	ERR225843	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225843/ERR225843_2.fastq.gz	male	CTCF
ERS037312	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM11995-sc-2011-06-09T13:38:26Z-1162234	ERS037312	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055148_ERX200520	PAIRED	ChIP	GENOMIC	ChIP-Seq	226	13	SEQUENCING_PROTOCOL_1	SC	ERX200520	sequencing assay	ERX200520	ERR225860_1	SC	ERR225860	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225860/ERR225860_1.fastq.gz	female	    
ERS037312	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM11995-sc-2011-06-09T13:38:26Z-1162234	ERS037312	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055148_ERX200520	PAIRED	ChIP	GENOMIC	ChIP-Seq	226	13	SEQUENCING_PROTOCOL_1	SC	ERX200520	sequencing assay	ERX200520	ERR225860_2	SC	ERR225860	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225860/ERR225860_2.fastq.gz	female	    
ERS037313	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12003-sc-2011-06-09T13:38:26Z-1162235	ERS037313	LIBRARY_CONSTRUCTION_PROTOCOL_1	3145061_ERX200530	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	13	SEQUENCING_PROTOCOL_1	SC	ERX200530	sequencing assay	ERX200530	ERR225870_1	SC	ERR225870	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225870/ERR225870_1.fastq.gz	male	    
ERS037313	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12003-sc-2011-06-09T13:38:26Z-1162235	ERS037313	LIBRARY_CONSTRUCTION_PROTOCOL_1	3145061_ERX200530	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	13	SEQUENCING_PROTOCOL_1	SC	ERX200530	sequencing assay	ERX200530	ERR225870_2	SC	ERR225870	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225870/ERR225870_2.fastq.gz	male	    
ERS037314	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12004-sc-2011-06-09T13:38:27Z-1162236	ERS037314	LIBRARY_CONSTRUCTION_PROTOCOL_1	3145062_ERX200531	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	13	SEQUENCING_PROTOCOL_1	SC	ERX200531	sequencing assay	ERX200531	ERR225871_1	SC	ERR225871	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225871/ERR225871_1.fastq.gz	female	    
ERS037314	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12004-sc-2011-06-09T13:38:27Z-1162236	ERS037314	LIBRARY_CONSTRUCTION_PROTOCOL_1	3145062_ERX200531	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	13	SEQUENCING_PROTOCOL_1	SC	ERX200531	sequencing assay	ERX200531	ERR225871_2	SC	ERR225871	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225871/ERR225871_2.fastq.gz	female	    
ERS037315	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12005-sc-2011-06-09T13:38:28Z-1162237	ERS037315	LIBRARY_CONSTRUCTION_PROTOCOL_1	2755451_ERX200492	PAIRED	ChIP	GENOMIC	ChIP-Seq	215	19	SEQUENCING_PROTOCOL_1	SC	ERX200492	sequencing assay	ERX200492	ERR225832_1	SC	ERR225832	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225832/ERR225832_1.fastq.gz	male	CTCF
ERS037315	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12005-sc-2011-06-09T13:38:28Z-1162237	ERS037315	LIBRARY_CONSTRUCTION_PROTOCOL_1	2755451_ERX200492	PAIRED	ChIP	GENOMIC	ChIP-Seq	215	19	SEQUENCING_PROTOCOL_1	SC	ERX200492	sequencing assay	ERX200492	ERR225832_2	SC	ERR225832	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225832/ERR225832_2.fastq.gz	male	CTCF
ERS037315	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12005-sc-2011-06-09T13:38:28Z-1162237	ERS037315	LIBRARY_CONSTRUCTION_PROTOCOL_1	2851101_ERX200504	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	12	SEQUENCING_PROTOCOL_1	SC	ERX200504	sequencing assay	ERX200504	ERR225844_1	SC	ERR225844	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225844/ERR225844_1.fastq.gz	male	CTCF
ERS037315	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	  	GM12005-sc-2011-06-09T13:38:28Z-1162237	ERS037315	LIBRARY_CONSTRUCTION_PROTOCOL_1	2851101_ERX200504	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	12	SEQUENCING_PROTOCOL_1	SC	ERX200504	sequencing assay	ERX200504	ERR225844_2	SC	ERR225844	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225844/ERR225844_2.fastq.gz	male	CTCF
ERS037316	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12006-sc-2011-06-09T13:38:29Z-1162238	ERS037316	LIBRARY_CONSTRUCTION_PROTOCOL_1	2755452_ERX200493	PAIRED	ChIP	GENOMIC	ChIP-Seq	215	19	SEQUENCING_PROTOCOL_1	SC	ERX200493	sequencing assay	ERX200493	ERR225833_1	SC	ERR225833	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225833/ERR225833_1.fastq.gz	female	CTCF
ERS037316	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12006-sc-2011-06-09T13:38:29Z-1162238	ERS037316	LIBRARY_CONSTRUCTION_PROTOCOL_1	2755452_ERX200493	PAIRED	ChIP	GENOMIC	ChIP-Seq	215	19	SEQUENCING_PROTOCOL_1	SC	ERX200493	sequencing assay	ERX200493	ERR225833_2	SC	ERR225833	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225833/ERR225833_2.fastq.gz	female	CTCF
ERS037316	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12006-sc-2011-06-09T13:38:29Z-1162238	ERS037316	LIBRARY_CONSTRUCTION_PROTOCOL_1	2851104_ERX200505	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	12	SEQUENCING_PROTOCOL_1	SC	ERX200505	sequencing assay	ERX200505	ERR225845_1	SC	ERR225845	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225845/ERR225845_1.fastq.gz	female	CTCF
ERS037316	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12006-sc-2011-06-09T13:38:29Z-1162238	ERS037316	LIBRARY_CONSTRUCTION_PROTOCOL_1	2851104_ERX200505	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	12	SEQUENCING_PROTOCOL_1	SC	ERX200505	sequencing assay	ERX200505	ERR225845_2	SC	ERR225845	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225845/ERR225845_2.fastq.gz	female	CTCF
ERS037317	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12043-sc-2011-06-09T13:38:29Z-1162239	ERS037317	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055149_ERX200521	PAIRED	ChIP	GENOMIC	ChIP-Seq	226	13	SEQUENCING_PROTOCOL_1	SC	ERX200521	sequencing assay	ERX200521	ERR225861_1	SC	ERR225861	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225861/ERR225861_1.fastq.gz	male	    
ERS037317	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12043-sc-2011-06-09T13:38:29Z-1162239	ERS037317	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055149_ERX200521	PAIRED	ChIP	GENOMIC	ChIP-Seq	226	13	SEQUENCING_PROTOCOL_1	SC	ERX200521	sequencing assay	ERX200521	ERR225861_2	SC	ERR225861	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225861/ERR225861_2.fastq.gz	male	    
ERS037319	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12045-sc-2011-06-09T13:38:30Z-1162241	ERS037319	LIBRARY_CONSTRUCTION_PROTOCOL_1	3259844_ERX664202	PAIRED	ChIP	GENOMIC	ChIP-Seq	228	12	SEQUENCING_PROTOCOL_1	SC	ERX664202	sequencing assay	ERX664202	ERR720280_1	SC	ERR720280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720280/ERR720280_1.fastq.gz	male	    
ERS037319	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12045-sc-2011-06-09T13:38:30Z-1162241	ERS037319	LIBRARY_CONSTRUCTION_PROTOCOL_1	3259844_ERX664202	PAIRED	ChIP	GENOMIC	ChIP-Seq	228	12	SEQUENCING_PROTOCOL_1	SC	ERX664202	sequencing assay	ERX664202	ERR720280_2	SC	ERR720280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720280/ERR720280_2.fastq.gz	male	    
ERS037320	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12144-sc-2011-06-09T13:38:30Z-1162242	ERS037320	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055150_ERX200522	PAIRED	ChIP	GENOMIC	ChIP-Seq	218	14	SEQUENCING_PROTOCOL_1	SC	ERX200522	sequencing assay	ERX200522	ERR225862_1	SC	ERR225862	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225862/ERR225862_1.fastq.gz	male	    
ERS037320	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	  	  	GM12144-sc-2011-06-09T13:38:30Z-1162242	ERS037320	LIBRARY_CONSTRUCTION_PROTOCOL_1	3055150_ERX200522	PAIRED	ChIP	GENOMIC	ChIP-Seq	218	14	SEQUENCING_PROTOCOL_1	SC	ERX200522	sequencing assay	ERX200522	ERR225862_2	SC	ERR225862	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225862/ERR225862_2.fastq.gz	male	    
ERS037321	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	SAMEA1945966	GM12154-sc-2011-06-09T13:38:31Z-1162243	ERS037321	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919523_ERX664190	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	13	SEQUENCING_PROTOCOL_1	SC	ERX664190	sequencing assay	ERX664190	ERR720268_1	SC	ERR720268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720268/ERR720268_1.fastq.gz	male	CTCF
ERS037321	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	SAMEA1945966	GM12154-sc-2011-06-09T13:38:31Z-1162243	ERS037321	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919523_ERX664190	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	13	SEQUENCING_PROTOCOL_1	SC	ERX664190	sequencing assay	ERX664190	ERR720268_2	SC	ERR720268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720268/ERR720268_2.fastq.gz	male	CTCF
ERS037321	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	SAMEA1945966	GM12154-sc-2011-06-09T13:38:31Z-1162243	ERS037321	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919523_ERX664198	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	13	SEQUENCING_PROTOCOL_1	SC	ERX664198	sequencing assay	ERX664198	ERR720276_1	SC	ERR720276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720276/ERR720276_1.fastq.gz	male	CTCF
ERS037321	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	SAMEA1945966	GM12154-sc-2011-06-09T13:38:31Z-1162243	ERS037321	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919523_ERX664198	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	13	SEQUENCING_PROTOCOL_1	SC	ERX664198	sequencing assay	ERX664198	ERR720276_2	SC	ERR720276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720276/ERR720276_2.fastq.gz	male	CTCF
ERS037322	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	SAMEA1946043	GM12155-sc-2011-06-09T13:38:31Z-1162244	ERS037322	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919524_ERX664191	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	13	SEQUENCING_PROTOCOL_1	SC	ERX664191	sequencing assay	ERX664191	ERR720269_1	SC	ERR720269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720269/ERR720269_1.fastq.gz	male	CTCF
ERS037322	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	SAMEA1946043	GM12155-sc-2011-06-09T13:38:31Z-1162244	ERS037322	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919524_ERX664191	PAIRED	ChIP	GENOMIC	ChIP-Seq	222	13	SEQUENCING_PROTOCOL_1	SC	ERX664191	sequencing assay	ERX664191	ERR720269_2	SC	ERR720269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720269/ERR720269_2.fastq.gz	male	CTCF
ERS037322	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	SAMEA1946043	GM12155-sc-2011-06-09T13:38:31Z-1162244	ERS037322	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919524_ERX664199	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	13	SEQUENCING_PROTOCOL_1	SC	ERX664199	sequencing assay	ERX664199	ERR720277_1	SC	ERR720277	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720277/ERR720277_1.fastq.gz	male	CTCF
ERS037322	Homo sapiens	NCBI Taxonomy	9606	  	  	male	B-Lymphocyte	CTCF	SAMEA1946043	GM12155-sc-2011-06-09T13:38:31Z-1162244	ERS037322	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919524_ERX664199	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	13	SEQUENCING_PROTOCOL_1	SC	ERX664199	sequencing assay	ERX664199	ERR720277_2	SC	ERR720277	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720277/ERR720277_2.fastq.gz	male	CTCF
ERS037323	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12156-sc-2011-06-09T13:38:33Z-1162245	ERS037323	LIBRARY_CONSTRUCTION_PROTOCOL_1	3259865_ERX664203	PAIRED	ChIP	GENOMIC	ChIP-Seq	228	12	SEQUENCING_PROTOCOL_1	SC	ERX664203	sequencing assay	ERX664203	ERR720281_1	SC	ERR720281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720281/ERR720281_1.fastq.gz	female	    
ERS037323	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12156-sc-2011-06-09T13:38:33Z-1162245	ERS037323	LIBRARY_CONSTRUCTION_PROTOCOL_1	3259865_ERX664203	PAIRED	ChIP	GENOMIC	ChIP-Seq	228	12	SEQUENCING_PROTOCOL_1	SC	ERX664203	sequencing assay	ERX664203	ERR720281_2	SC	ERR720281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720281/ERR720281_2.fastq.gz	female	    
ERS037324	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12234-sc-2011-06-09T13:38:33Z-1162246	ERS037324	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919712_ERX200506	PAIRED	ChIP	GENOMIC	ChIP-Seq	220	16	SEQUENCING_PROTOCOL_1	SC	ERX200506	sequencing assay	ERX200506	ERR225846_1	SC	ERR225846	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225846/ERR225846_1.fastq.gz	female	CTCF
ERS037324	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12234-sc-2011-06-09T13:38:33Z-1162246	ERS037324	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919712_ERX200506	PAIRED	ChIP	GENOMIC	ChIP-Seq	220	16	SEQUENCING_PROTOCOL_1	SC	ERX200506	sequencing assay	ERX200506	ERR225846_2	SC	ERR225846	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225846/ERR225846_2.fastq.gz	female	CTCF
ERS037325	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12249-sc-2011-06-09T13:38:34Z-1162247	ERS037325	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919713_ERX200507	PAIRED	ChIP	GENOMIC	ChIP-Seq	220	16	SEQUENCING_PROTOCOL_1	SC	ERX200507	sequencing assay	ERX200507	ERR225847_1	SC	ERR225847	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225847/ERR225847_1.fastq.gz	female	CTCF
ERS037325	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	  	GM12249-sc-2011-06-09T13:38:34Z-1162247	ERS037325	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919713_ERX200507	PAIRED	ChIP	GENOMIC	ChIP-Seq	220	16	SEQUENCING_PROTOCOL_1	SC	ERX200507	sequencing assay	ERX200507	ERR225847_2	SC	ERR225847	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225847/ERR225847_2.fastq.gz	female	CTCF
ERS037326	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	SAMEA1944367	GM12287-sc-2011-06-09T13:38:34Z-1162248	ERS037326	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919716_ERX664192	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	23	SEQUENCING_PROTOCOL_1	SC	ERX664192	sequencing assay	ERX664192	ERR720270_1	SC	ERR720270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720270/ERR720270_1.fastq.gz	female	CTCF
ERS037326	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	SAMEA1944367	GM12287-sc-2011-06-09T13:38:34Z-1162248	ERS037326	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919716_ERX664192	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	23	SEQUENCING_PROTOCOL_1	SC	ERX664192	sequencing assay	ERX664192	ERR720270_2	SC	ERR720270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720270/ERR720270_2.fastq.gz	female	CTCF
ERS037326	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	SAMEA1944367	GM12287-sc-2011-06-09T13:38:34Z-1162248	ERS037326	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919716_ERX664200	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	26	SEQUENCING_PROTOCOL_1	SC	ERX664200	sequencing assay	ERX664200	ERR720278_1	SC	ERR720278	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720278/ERR720278_1.fastq.gz	female	CTCF
ERS037326	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	SAMEA1944367	GM12287-sc-2011-06-09T13:38:34Z-1162248	ERS037326	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919716_ERX664200	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	26	SEQUENCING_PROTOCOL_1	SC	ERX664200	sequencing assay	ERX664200	ERR720278_2	SC	ERR720278	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720278/ERR720278_2.fastq.gz	female	CTCF
ERS037328	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	SAMEA2033962	GM12489-sc-2011-06-09T13:38:35Z-1162250	ERS037328	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919717_ERX664193	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	23	SEQUENCING_PROTOCOL_1	SC	ERX664193	sequencing assay	ERX664193	ERR720271_1	SC	ERR720271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720271/ERR720271_1.fastq.gz	female	CTCF
ERS037328	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	CTCF	SAMEA2033962	GM12489-sc-2011-06-09T13:38:35Z-1162250	ERS037328	LIBRARY_CONSTRUCTION_PROTOCOL_1	2919717_ERX664193	PAIRED	ChIP	GENOMIC	ChIP-Seq	223	23	SEQUENCING_PROTOCOL_1	SC	ERX664193	sequencing assay	ERX664193	ERR720271_2	SC	ERR720271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR720/ERR720271/ERR720271_2.fastq.gz	female	CTCF
